text,intent,tags
cho tôi xem giá vé khứ_hồi từ hà_nội đến phú_quốc,airfare,O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name
mã ff là gì,abbreviation,O B-airline_code O O
cho tôi danh_sách các chuyến bay buổi sáng từ cần_thơ đến hà_nội,flight,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name
tôi muốn xem các chuyến bay từ đà_nẵng đến hạ_long đến trước giữa trưa và tôi muốn xem các chuyến bay từ huế đến hạ_long đến trước giữa trưa,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
vé một_chiều từ cần_thơ đến hà_nội có giá bao_nhiêu,airfare,O B-round_trip O B-fromloc.city_name O B-toloc.city_name O O O
phương_tiện giao_thông đường_bộ nào có sẵn ở hà_nội,ground_service,O O O O O O O B-city_name
liệt_kê các chuyến bay không dừng từ đà_nẵng đến pattaya vào thứ tư trước giữa trưa,flight,O O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name O B-arrive_date.day_name I-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
những chuyến bay nào có giá vé hạng nhất của vietnam airlines còn trống từ vinh đến đà_lạt vào ngày mùng ba tháng bảy,flight,O O O O O O O B-class_type I-class_type O B-airline_name I-airline_name O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
cho tôi biết tất_cả các chuyến bay từ thanh_hoá đến thành_phố hồ_chí_minh,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
đúng tôi đang sống ở hà_nội và tôi muốn thực_hiện một chuyến đi đến thành_phố hồ_chí_minh tôi có_thể chọn hãng hàng_không nào cho chuyến đi này,airline,O O O O O B-fromloc.city_name O O O O O O O O B-toloc.city_name I-toloc.city_name O O O O O O O O O O
tất_cả các chuyến bay và giá vé từ đà_lạt,airfare#flight,O O O O O O O O B-fromloc.city_name
chuyến bay nào rẻ nhất từ hà_nội đến phú_quốc,flight,O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name
tôi muốn bay từ pleiku đến thành_phố thanh_hoá vào ngày 8 tháng 7,flight,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
tất_cả các chuyến bay từ thành_phố hồ_chí_minh đến toronto có các điểm dừng ở chicago,flight,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name
những chuyến bay từ đà_nẵng đến hongkong vào thứ_sáu được phục_vụ bữa sáng,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O B-meal_description I-meal_description
loại máy_bay nào khởi_hành sau 2 giờ chiều từ hà_nội đến cần_thơ,aircraft,O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name
có thành_phố nào khác mà tôi có_thể bay từ hà_nội đến munchen quá_cảnh qua đó và tôi có_thể bắt chuyến bay sớm hơn 10h17 vào buổi sáng không,city,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O B-depart_time.time_relative I-depart_time.time_relative B-depart_time.time O B-depart_time.period_of_day I-depart_time.period_of_day O
tôi muốn một chuyến bay từ vinh đến đà_lạt của hãng hàng_không jetstar,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name I-airline_name
giá của các chuyến bay từ đà_lạt đến đà_nẵng là bao_nhiêu,airfare,O O O O O O B-fromloc.city_name O B-toloc.city_name O O
các chuyến bay một_chiều từ cà_mau đến tuy_hoà,flight,O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name
tôi cần bay giữa thành_phố vinh và hạ_long,flight,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
cho tôi chuyến bay muộn nhất từ rạch_giá đến hải_phòng,flight,O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name
có chuyến bay nào từ denver đến atlanta có một điểm dừng ở pittsburgh không,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name O
cho tôi biết các chuyến bay từ buôn_ma_thuột đến thanh_hoá vào tối thứ năm,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name
tôi muốn lịch_trình bay của tất_cả các chuyến bay từ sài_gòn đến phú_quốc vào chủ_nhật,flight_time,O O B-flight_time I-flight_time O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
cần_thơ đến thành_phố vinh,flight,B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
giá dịch_vụ xe limousine ở hà_nội là bao_nhiêu,ground_fare,O O B-transport_type I-transport_type O B-city_name O O
một chuyến bay từ hà_nội đến rạch_giá tốn khoảng bao_nhiêu tiền,airfare,O O O O B-fromloc.city_name O B-toloc.city_name O O O O
các chuyến bay nào từ thành_phố đồng_hới đến côn_đảo hạ_cánh ở côn_đảo lúc 7 giờ tối vào thứ tư tới,flight,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name I-arrive_date.day_name B-arrive_date.date_relative
vé một_chiều hạng thương_gia từ thành_phố vinh đến buôn_ma_thuột có giá bao_nhiêu,airfare,O B-round_trip B-class_type I-class_type O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O
cho tôi biết các chuyến bay đi từ vinh đến đà_lạt,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
chuyến bay từ thành_phố vinh đến tuy_hoà vào chiều thứ_bảy,flight,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name
những chuyến bay nào của jetstar đến côn_đảo trong ngày chủ_nhật,flight,O O O O O B-airline_name O B-toloc.city_name O B-arrive_date.day_name I-arrive_date.day_name
cho tôi biết tất_cả các chuyến bay từ sài_gòn đến phú_quốc,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
tôi muốn tìm giá vé rẻ nhất từ hạ_long đến đà_lạt,airfare,O O O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name
cho tôi biết các chuyến bay của jetstar đến hạ_long vào buổi sáng,flight,O O O O O O O B-airline_name O B-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day
những hãng hàng_không nào có chuyến bay đến buôn_ma_thuột,airline,O O O O O O O O B-toloc.city_name
"vui_lòng cho tôi xem hãng hàng_không và số_hiệu của các chuyến bay từ hà_nội đến huế vào cùng ngày mười_bảy tháng sáu và đến huế trước giữa trưa , cảm_ơn bạn",airline#flight_no,O O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.date_relative B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O O
ea_có nghĩa là gì,abbreviation,B-airline_code O O O
vé khứ_hồi hạng nhất giữa oak và atl có giá bao_nhiêu,airfare,O B-round_trip B-class_type I-class_type O B-fromloc.airport_code O B-toloc.airport_code O O O
tôi muốn biết thông_tin về chuyến bay giữa stockholm và thành_phố hồ_chí_minh với điểm dừng ở hongkong,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name
bạn có_thể cho tôi biết các chuyến bay từ đà_nẵng đến đà_lạt được không,flight,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O
tôi muốn bay từ buôn_ma_thuột đến hạ_long,flight,O O O O B-fromloc.city_name O B-toloc.city_name
liệt_kê tất_cả các chuyến bay từ hà_nội đến havana có nhiều hơn 3 điểm dừng,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-mod O B-flight_stop I-flight_stop I-flight_stop
mã ap 57 có những hạn_chế gì,restriction,O B-restriction_code I-restriction_code O O O O
cho tôi thông_tin về các chuyến bay từ thành_phố vinh đến cần_thơ vào thứ_sáu,flight,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
liệt_kê tất_cả các chuyến bay từ thành_phố vinh đến tuy_hoà,flight,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
các chuyến bay từ cam_ranh đến phú_quốc,flight,O O O O B-fromloc.city_name O B-toloc.city_name
bạn có_thể liệt_kê cho tôi biết các chuyến bay rời cần_thơ vào chủ_nhật và đến đà_lạt không,flight,O O O O O O O O O O B-fromloc.city_name O B-depart_date.day_name O O B-toloc.city_name O
cho tôi biết các chuyến bay từ đà_lạt đến đà_nẵng,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name
cho tôi biết các chuyến bay từ huế đến buôn_ma_thuột và hạ_long,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name
có những chuyến bay nào từ hạ_long đến cần_thơ vào thứ năm có phục_vụ bữa ăn trong chuyến bay,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name O O B-meal I-meal O O O
cho tôi biết các chuyến bay từ hà_nội đến thành_phố hồ_chí_minh sẽ đến_nơi vào buổi chiều,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-arrive_time.period_of_day I-arrive_time.period_of_day
cho tôi thông_tin về phương_tiện giao_thông đường_bộ ở hà_nội,ground_service,O O O O O O O O B-city_name
cho tôi biết các chuyến bay và giá vé tương_ứng vào ngày hai_mươi_bảy tháng mười hai từ hạ_long đến tuy_hoà,airfare#flight,O O O O O O O O O O O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name I-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name
hiển_thị tất_cả các chuyến bay của vietnam airlines giữa hà_nội và thành_phố vinh,flight,O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
cho tôi biết loại máy_bay mà cp sử_dụng,aircraft,O O O O O O B-airline_code O
có những loại phương_tiện giao_thông đường_bộ nào ở stockholm,ground_service,O O O O O O O O B-city_name
tôi đang quan_tâm đến các chuyến bay từ huế đến buôn_ma_thuột,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
giá vé máy_bay giữa huế và buôn_ma_thuột là bao_nhiêu,airfare,O O O O B-fromloc.city_name O B-toloc.city_name O O
cho tôi biết giá vé cho chuyến bay 3357 của vj từ thành_phố vinh đến đà_nẵng,airfare,O O O O O O O O B-flight_number O B-airline_code O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
tôi đang tìm các chuyến bay từ cần_thơ đến hạ_long khởi_hành trước 11 giờ kém 15 phút sáng,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time
cho tôi biết các chuyến bay từ rome đến oslo,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name
phương_tiện giao_thông đường_bộ ở amsterdam,ground_service,O O O O B-city_name
bạn có thông_tin giá vé để đi từ sân_bay cần_thơ đến trung_tâm thành_phố cần_thơ không,ground_fare,O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name I-toloc.city_name O
xin cho tôi biết chuyến bay rời thành_phố hồ_chí_minh đến đồng_hới,flight,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
cho tôi biết tất_cả các chuyến bay từ vinh đến đà_lạt,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
cho tôi danh_sách các hãng hàng_không có đường_bay ở jeju,airline,O O O O O O O O O B-city_name
sự khác_biệt giữa mã giá vé q và mã giá vé f,abbreviation,O O O O O O B-fare_basis_code O O O O B-fare_basis_code
tìm giúp tôi lịch_trình di_chuyển cho chuyến bay khứ_hồi từ đà_lạt đến côn_đảo,flight,O O O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name
tôi muốn một chuyến bay từ hà_nội đến rạch_giá vào ngày 20 tháng 8 lúc 3h24 chiều,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-depart_time.time I-depart_time.time
tôi cần chuyến bay sớm nhất từ huế đến hà_nội mà có phục_vụ bữa tối,flight,O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O O O B-meal_description I-meal_description
cho tôi biết các chuyến bay vào chủ_nhật từ chu lai đến phú_quốc,flight,O O O O O O O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
chuyến bay khứ_hồi có giá vé hạng hai rẻ nhất giữa đà_lạt và đà_nẵng khởi_hành vào ngày mùng 10 tháng 8,flight,O O B-round_trip O O O B-class_type I-class_type B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
cho tôi biết các chuyến bay từ hà_nội đến thành_phố hồ_chí_minh,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
tôi muốn đến hà_nội từ huế và tôi muốn đến đó,flight,O O O B-toloc.city_name O B-fromloc.city_name O O O O O
chuyến bay khởi_hành từ cà_mau đến huế,flight,O O O O B-fromloc.city_name O B-toloc.city_name
cho tôi thông_tin về tất_cả các chuyến bay của vietnam airlines khởi_hành từ hà_nội,flight,O O O O O O O O O B-airline_name I-airline_name O O B-fromloc.city_name
lịch_trình của các chuyến bay giữa buôn_ma_thuột và hà_nội vào tối ngày 29 tháng 7,flight_time,B-flight_time I-flight_time I-flight_time I-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
giá vé hạng nhất khứ_hồi từ hạ_long đến huế là bao_nhiêu,airfare,O O B-class_type I-class_type B-round_trip O B-fromloc.city_name O B-toloc.city_name O O
có chuyến bay khứ_hồi nào từ roma đến stockholm nối chuyến ở munchen không,flight,O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name B-connect I-connect O B-stoploc.city_name O
tôi muốn chuyến bay đầu_tiên vào buổi sáng từ hà_nội đến rạch_giá,flight,O O O O B-flight_mod O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name
tôi muốn một chiếc limo ở torino vào ngày mồng 7 tháng 8,ground_service,O O O O B-transport_type O B-fromloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
chuyến bay nào từ thành_phố đồng_hới bay đến sài_gòn sau 8 giờ 45 phút vào buổi sáng,flight,O O O O B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time I-depart_time.time O B-depart_time.period_of_day I-depart_time.period_of_day
xin cho tôi danh_sách tất_cả các chuyến bay khởi_hành vào sáng thứ năm từ thành_phố hà_nội đến đến huế,flight,O O O O O O O O O O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name
cho tôi biết các chuyến bay từ thành_phố hồ_chí_minh đến cairo vào ngày 31 tháng 8,flight,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
qatar airways có phục_vụ ở thành_phố edinburgh không,flight,B-airline_name I-airline_name O O O B-city_name I-city_name O
loại phi_cơ nào được sử_dụng trong chuyến bay rời vinh đến đà_lạt,aircraft,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
giờ khởi_hành của chuyến bay muộn nhất của vietnam airlines từ huế đến hà_nội là mấy giờ,flight_time,B-flight_time I-flight_time O O O B-flight_mod I-flight_mod O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O O
vui_lòng cho tôi biết các chuyến bay từ hạ_long đến huế,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
phương_tiện giao_thông đường_bộ giữa sân_bay vinh và trung_tâm thành_phố,ground_service,O O O O B-fromloc.airport_name I-fromloc.airport_name O O O
các chuyến bay hàng ngày từ quy nhơn đến cà_mau lúc 5 giờ chiều,flight,O O O B-flight_days I-flight_days O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time I-depart_time.time I-depart_time.time
có những chuyến bay nào giữa hà_nội và torino milan,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.city_name
có những chuyến bay nào từ quy nhơn đến đồng_hới vào thứ_bảy,flight,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
có những chuyến bay nào vào còn chỗ khởi_hành vào buổi sáng thứ tư từ hà_nội đến huế,flight,O O O O O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name
có phương_tiện giao_thông đường_bộ từ sân_bay bergen đến trung_tâm thành_phố bergen không,ground_service,O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name I-toloc.city_name O
có chuyến bay nào từ rome đến paris đến bergen không,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name O
tất_cả các chuyến bay vào buổi sáng khởi_hành từ buôn_ma_thuột đến huế,flight,O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name
air france có phục_vụ thành_phố amsterdam không,flight,B-airline_name I-airline_name O O B-city_name I-city_name O
tôi có_thể đi từ côn_đảo đến đồng_hới vào cuối ngày_mai trên những chuyến bay nào,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_mod B-depart_date.today_relative O O O O O
ok tôi muốn bay từ huế đến buôn_ma_thuột,flight,O O O O O B-fromloc.city_name O B-toloc.city_name
tôi sống ở huế và tôi muốn thực_hiện một chuyến đến buôn_ma_thuột,flight,O O O B-fromloc.city_name O O O O O O O B-toloc.city_name
tôi muốn biết các chuyến bay từ thành_phố vinh đến tuy_hoà,flight,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
chuyến bay rẻ nhất bay từ huế đến cần_thơ là chuyến bay nào,flight,O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O O O
tôi muốn bay từ thành_phố vinh đến đà_lạt,flight,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
tôi cần các chuyến bay từ đà_lạt đến hà_nội và tôi cũng cần đi đến đà_nẵng,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-toloc.city_name
tôi muốn biết chuyến bay có giá vé máy_bay rẻ nhất đến buôn_ma_thuột từ điện_biên_phủ vào chủ_nhật,flight,O O O O O O O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
tôi cần một chuyến bay từ thành_phố vinh đến tuy_hoà,flight,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
cho tôi biết hãng hàng_không nào có các chuyến bay từ thanh_hoá đến thành_phố hồ_chí_minh vào thứ hai ngày mùng hai tháng 9,airline,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
lịch_trình của các chuyến bay từ hà_nội đến thành_phố hồ_chí_minh vào ngày mùng một tháng tám,flight_time,B-flight_time O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
chuyến bay nào khởi_hành vào thứ ba ngày mùng 1 tháng 10 từ hạ_long đến đà_nẵng,flight,O O O O O B-depart_date.day_name I-depart_date.day_name B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name
hãng hàng_không nào phục_vụ huế,airline,O O O O B-city_name
tôi muốn một chuyến bay của hãng hàng_không jetstar giữa hà_nội và thành_phố vinh,flight,O O O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
hãng hàng_không jetstar có chuyến bay từ lisbon đến thessaloniki tạm dừng ở viên và phục_vụ bữa trưa không,flight,B-airline_name I-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name O O B-meal_description I-meal_description O
tôi muốn tìm một chuyến bay thẳng từ hà_nội đến maldives khởi_hành vào buổi chiều và đến maldives trước buổi tối,flight,O O O O O O B-flight_stop O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.period_of_day I-arrive_time.period_of_day O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
cho tôi biết các chuyến bay từ hà_nội đến huế vào thứ tư,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
cho tôi biết các chuyến bay từ hà_nội đến thành_phố hồ_chí_minh của vietnam airlines,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name
cho tôi biết tất_cả các chuyến bay một_chiều từ buôn_ma_thuột đến cam_ranh,flight,O O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name
có chuyến bay nào của hãng hàng_không jetstar từ hà_nội đến huế không,flight,O O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O
thế còn bay từ huế ra hà_nội vào ngày hai_mươi_bảy tháng tư thì sao,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O
giá vé từ hà_nội đến rạch_giá là bao_nhiêu,airfare,O O O B-fromloc.city_name O B-toloc.city_name O O
những chuyến bay nào của bamboo airways rời huế trước giữa trưa,flight,O O O O O B-airline_name I-airline_name O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
tôi cần bay từ buôn_ma_thuột đến cần_thơ và khởi_hành vào buổi chiều,flight,O O O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_time.period_of_day I-depart_time.period_of_day
phương_tiện giao_thông đường_bộ nào có_thể sử_dụng được ở đà_nẵng vào ngày_kia,ground_service,O O O O O O O O B-city_name O B-today_relative
những hãng hàng_không nào có các chuyến bay từ hà_nội đến maldives,airline,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
những chuyến bay nào bay từ hạ_long đến huế,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name
máy_bay nào được sử_dụng trong chuyến bay jetstar 1222 từ thành_phố đồng_hới đến rạch_giá,aircraft,O O O O O O O B-airline_name B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
liệt_kê tất_cả các chuyến bay của jetstar rời huế và đến côn_đảo vào trước giữa trưa ngày thứ hai,flight,O O O O O O B-airline_name O B-fromloc.city_name O O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O B-arrive_date.day_name I-arrive_date.day_name
vào ngày mùng 4 tháng 9 tôi sẽ đi từ buôn_ma_thuột đến hạ_long bạn có_thể cho tôi biết chuyến bay nào có giá vé rẻ nhất không,flight,O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O O O B-cost_relative I-cost_relative O
có những loại phương_tiện giao_thông đường_bộ nào sẵn có tại sân_bay zurich,ground_service,O O O O O O O O O O B-airport_name I-airport_name
cho tôi biết thông_tin về các chuyến bay từ hạ_long đến phú_quốc vào thứ hai tới,flight,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.date_relative
xin liệt_kê giúp tôi chuyến bay sớm nhất có phục_vụ bữa trưa từ hải_phòng đến sài_gòn,flight,O O O O O O B-flight_mod I-flight_mod O O B-meal_description I-meal_description O B-fromloc.city_name O B-toloc.city_name
những chuyến bay nào rời buôn_ma_thuột đến huế và khởi_hành sau 6 giờ tối,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_time.period_of_day
cho tôi biết các chuyến bay giữa cam_ranh khánh_hoà và điện_biên_phủ,flight,O O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name
chuyến bay nào đi từ chu lai đến sài_gòn,flight,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
có những chuyến bay nào còn chỗ từ buôn_ma_thuột đến sân_bay cần_thơ,flight,O O O O O O O O B-fromloc.city_name O B-toloc.airport_name I-toloc.airport_name
cho tôi thông_tin về các chuyến bay từ hạ_long đến washington dc khởi_hành vào thứ năm trước 9 giờ,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O B-depart_date.day_name I-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
liệt_kê giúp tôi tất_cả các chuyến bay từ thanh_hoá đến đà_lạt,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
cho tôi biết các chuyến bay hạ_cánh vào khoảng giữa trưa và đến đà_nẵng từ xiêm riệp,flight,O O O O O O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O B-toloc.city_name O B-fromloc.city_name I-fromloc.city_name
tôi muốn bay trên vna từ đà_nẵng đến thành_phố hồ_chí_minh,flight,O O O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
thế còn các chuyến bay đến của jetstar ở hạ_long thì sao,flight,O O O O O O O B-airline_name O B-toloc.city_name O O
xin chào tôi muốn một chuyến bay jetstar từ cần_thơ đến hà_nội,flight,O O O O O O O B-airline_name O B-fromloc.city_name O B-toloc.city_name
được rồi bạn có_thể cho tôi biết loại máy_bay mà vietnam airlines đang sử_dụng trên các chuyến bay từ huế đến thành_phố hồ_chí_minh được không . tôi muốn biết loại máy_bay mà họ sử_dụng cho các chuyến bay nào mà khởi_hành vào buổi sáng trước 10 giờ,aircraft,O O O O O O O O O O B-airline_name I-airline_name O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O O O O O O O O O O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time I-depart_time.time
cho tôi biết chuyến bay sớm nhất vào ngày mùng 2 tháng 8 từ hà_nội đến phuket và có phục_vụ bữa ăn,flight,O O O O O B-flight_mod I-flight_mod O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name O O O B-meal I-meal
tìm cho tôi chuyến bay muộn nhất rời hạ_long ngày 17 tháng 8 và đến chiang mai,flight,O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O B-toloc.city_name I-toloc.city_name
một chuyến bay phục_vụ bữa sáng từ huế đến thành_phố hồ_chí_minh,flight,O O O O B-meal_description I-meal_description O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
